subject_id,mean,diff
1,42.038498878479004,-45.92300224304199
13,18.927653312683105,-6.144693374633789
19,32.19550085067749,-9.60899829864502
23,45.72561740875244,-36.54876518249512
26,62.96307849884033,-10.073843002319336
27,44.132266998291016,2.2645339965820312
3,80.0,40.0
30,15.122259140014648,30.244518280029297
34,38.9942569732666,3.988513946533203
40,67.90645217895508,7.812904357910156
47,4.376201152801514,8.752402305603027
48,54.45072555541992,6.901451110839844
49,69.29092502593994,-11.418149948120117
50,57.62303352355957,-32.75393295288086
54,44.85450553894043,1.7090110778808594
55,18.072322845458984,0.14464569091796875
57,45.63754367828369,-28.724912643432617
6,29.630849838256836,5.261699676513672
64,11.219056367874146,8.438112735748291
65,24.49727725982666,-11.00544548034668
66,27.008102416992188,12.016204833984375
68,33.17775535583496,-11.644489288330078
78,55.17106056213379,-9.657878875732422
8,16.047523975372314,18.09504795074463
80,53.248236656188965,-5.50352668762207
84,53.601975440979004,-12.796049118041992
85,28.905345916748047,57.810691833496094
87,64.49920082092285,-23.001598358154297
88,25.259660720825195,30.51932144165039
92,50.305076599121094,40.61015319824219
95,7.616361618041992,5.232723236083984
96,14.874112129211426,15.748224258422852
99,17.69087505340576,13.381750106811523
