subject_id,mean,diff
100,1.7034348249435425,1.406869649887085
16,54.32770919799805,-5.344581604003906
18,57.478139877319336,4.956279754638672
2,76.72805213928223,-26.543895721435547
24,0.0,0.0
28,60.33565902709961,4.671318054199219
36,7.123175263404846,-3.7536494731903076
38,42.970685958862305,-2.0586280822753906
42,19.00528335571289,10.010566711425781
43,7.815598011016846,1.6311960220336914
44,58.68096351623535,3.361927032470703
45,68.41260528564453,0.8252105712890625
5,45.30707550048828,50.61415100097656
51,19.963976860046387,-18.072046279907227
52,0.45301714539527893,0.9060342907905579
59,49.03749084472656,-9.925018310546875
60,0.0,0.0
63,19.79135513305664,11.582710266113281
67,56.89174270629883,-2.2165145874023438
69,53.70648956298828,-0.5870208740234375
7,45.99296760559082,13.98593521118164
70,62.1677360534668,-7.664527893066406
71,24.518452644348145,11.036905288696289
72,62.94412899017334,-0.11174201965332031
73,58.970584869384766,-16.05883026123047
77,0.0,0.0
81,10.889241456985474,7.778482913970947
86,0.0,0.0
89,61.540340423583984,-14.919319152832031
9,14.61864709854126,3.2372941970825195
90,65.77295780181885,-12.454084396362305
93,58.57291221618652,-8.854175567626953
98,53.30510330200195,-1.3897933959960938
